#,id,data_utworzenia,typ_wniosku,powod_operatora,opoznienie,nr_referencyjny,jezyk,kanal,partner,kod_kraju,stan_wniosku,typ_podrozy,zrodlo_polecenia,kwota_rekompensaty_oryginalna,kwota_rekompensaty,liczba_pasazerow,oplata_za_usluge_procent,oplata_za_usluge_prawnicza_procent,roznica_kwot_oryg_reko
167,2044676,2016-12-13 09:23:03.965832,opozniony,pogoda,> 3h,DBB121C8,en,bezposredni,,IE,wyplacony,,,500.00,250.00,2,25,25,250
168,2044759,2016-12-13 14:41:09.539870,opozniony,pogoda,> 3h,DBB121C8,en,bezposredni,,IE,wyplacony,,,500.00,250.00,2,25,25,250
169,2049867,2017-01-18 23:07:19.978264,opozniony,pogoda,> 3h,DBB121C8,en,bezposredni,,IE,wyplacony,,,500.00,250.00,2,25,25,250
170,2052791,2017-02-06 13:21:39.304460,opozniony,pogoda,> 3h,DBB121C8,en,bezposredni,,US,wyplacony,,,500.00,250.00,2,25,25,250
171,2049882,2017-01-19 08:12:27.217857,opozniony,pogoda,> 3h,DBB121C8,en,bezposredni,,US,wyplacony,,,500.00,250.00,2,25,25,250
172,2044941,2016-12-13 23:05:12.687772,opozniony,pogoda,> 3h,DBB121C8,en,bezposredni,,IE,wyplacony,,,500.00,250.00,2,25,25,250
173,2045352,2016-12-15 14:50:12.544543,opozniony,pogoda,> 3h,DBB121C8,en,bezposredni,,IE,wyplacony,,,500.00,250.00,2,25,25,250
174,2045469,2016-12-15 23:05:03.093228,opozniony,pogoda,> 3h,DBB121C8,en,bezposredni,,IE,wyplacony,,,500.00,250.00,2,25,25,250
175,2047842,2017-01-05 07:17:35.782069,opozniony,pogoda,> 3h,DBB121C8,en,bezposredni,,IE,wyplacony,,,500.00,250.00,2,25,25,250
176,2050010,2017-01-19 11:48:07.435133,opozniony,pogoda,> 3h,DBB121C8,en,bezposredni,,IE,wyplacony,,,500.00,250.00,2,25,25,250
177,2050024,2017-01-19 12:12:41.988599,opozniony,pogoda,> 3h,DBB121C8,en,bezposredni,,IE,wyplacony,,,500.00,250.00,2,25,25,250
178,2047860,2017-01-05 09:19:48.369059,opozniony,pogoda,> 3h,DBB121C8,en,bezposredni,,IE,wyplacony,,,500.00,250.00,2,25,25,250
179,2050044,2017-01-20 10:17:28.724398,opozniony,pogoda,> 3h,DBB121C8,en,bezposredni,,US,wyplacony,,,500.00,250.00,2,25,25,250
180,2047922,2017-01-05 10:41:53.359044,opozniony,pogoda,> 3h,DBB121C8,en,bezposredni,,IE,wyplacony,,,500.00,250.00,2,25,25,250
181,2051358,2017-01-27 19:53:33.783081,opozniony,pogoda,> 3h,DBB121C8,en,bezposredni,,IE,wyplacony,,,500.00,250.00,2,25,25,250
182,2044604,2016-12-12 15:18:55.168051,anulowany,brak powodu,nie dotarlem na miejsce,60C4D66B,en,bezposredni,,PL,wyplacony,,,500.00,250.00,2,25,25,250
183,2053872,2017-02-13 08:19:12.396585,opozniony,pogoda,> 3h,B62101D8,en,bezposredni,,IE,wyplacony,,,500.00,250.00,2,25,25,250
184,2053805,2017-02-10 12:00:30.242566,opozniony,pogoda,> 3h,1D6EA061,en,bezposredni,,US,wyplacony,,,500.00,250.00,2,25,25,250
185,2053672,2017-02-10 10:03:12.816285,opozniony,pogoda,> 3h,DBB121C8,en,bezposredni,,US,wyplacony,,,500.00,250.00,2,25,25,250
186,2053691,2017-02-10 10:33:48.858839,opozniony,pogoda,> 3h,DBB121C8,en,bezposredni,,US,wyplacony,,,500.00,250.00,2,25,25,250
187,2053708,2017-02-10 10:45:14.566879,opozniony,pogoda,> 3h,38A9A28D,en,bezposredni,,US,wyplacony,,,500.00,250.00,2,25,25,250
188,2053947,2017-02-13 09:34:44.478645,anulowany,brak powodu,> 3h,4BC8C532,en,bezposredni,,IE,wyplacony,,,250.00,125.00,2,25,25,125
189,2053984,2017-02-13 13:36:56.064197,opozniony,pogoda,> 3h,58419CE4,en,bezposredni,,IE,wyplacony,,,500.00,250.00,2,25,25,250
190,2054221,2017-02-14 13:28:14.980338,opozniony,pogoda,> 3h,AD647595,en,bezposredni,,IE,wyplacony,,,500.00,250.00,2,25,25,250
191,2054367,2017-02-15 08:56:18.828229,opozniony,pogoda,> 3h,4C7C56A7,en,bezposredni,,IE,wyplacony,,,500.00,250.00,2,25,25,250
192,2009445,2016-07-27 15:16:40.796069,anulowany,pogoda,> 2h,5E4EF1B4,en,posredni,tui,IE,wyplacony,,,250.00,125.00,1,35,15,125
193,2054530,2017-02-15 13:45:56.028765,opozniony,pogoda,> 3h,7FA0E20A,en,bezposredni,,IE,wyplacony,,,500.00,250.00,2,25,25,250
194,2054542,2017-02-15 13:58:23.012954,opozniony,pogoda,> 3h,331C3458,en,bezposredni,,IE,wyplacony,,,500.00,250.00,2,25,25,250
195,2054553,2017-02-15 14:05:49.836179,opozniony,pogoda,> 3h,7815A6A2,en,bezposredni,,IE,wyplacony,,,500.00,250.00,2,25,25,250
196,2054590,2017-02-16 07:44:03.370347,opozniony,pogoda,> 3h,32185E58,en,bezposredni,,IE,wyplacony,,,500.00,250.00,2,25,25,250
197,2054672,2017-02-16 11:53:54.530922,opozniony,strajk,> 3h,454CF6D6,en,bezposredni,,PL,wyplacony,,,250.00,111.00,1,25,25,139
198,53903,2015-11-09 08:42:51.520442,opozniony,strajk,> 4h,020449A3,da,posredni,,DK,wyplacony,,,1200.00,600.00,2,35,15,600
199,2000331,2015-12-18 08:48:59.471739,anulowany,brak powodu,> 2h,F479FC2F,en,posredni,,PL,wyplacony,biznesowy,,200.00,50.00,1,35,15,150
200,2000928,2016-01-20 22:25:16.099195,opozniony,pogoda,> 3h,F479FC2F,en,posredni,kiribati,PL,wyplacony,,,600.00,200.00,1,35,15,400
201,2000949,2016-01-21 09:29:17.144770,opozniony,pogoda,> 3h,F479FC2F,en,posredni,kiribati,PL,wyplacony,,,400.00,200.00,1,35,15,200
202,2000313,2015-12-17 12:55:58.938392,opozniony,pogoda,> 3h,F479FC2F,en,posredni,,PL,wyplacony,,,600.00,300.00,1,25,15,300
203,9858,2014-07-08 05:21:12.904666,opozniony,strajk,> 3h,79399B89,en,posredni,,ZZ,wyplacony,,,400.00,100.00,1,25,0,300
204,18382,2014-09-13 04:30:20.679675,opozniony,strajk,> 4h,0A078159,it,posredni,,ZZ,wyplacony,,,600.00,400.00,1,25,0,200
205,44006,2015-08-05 22:30:55.904210,anulowany,brak powodu,> 4h,1F2DD1A1,nb,posredni,kiribati,NO,wyplacony,,,1800.00,600.00,2,35,15,1200
206,2001722,2016-02-04 06:57:35.052464,anulowany,pogoda,> 4h,F479FC2F,en,posredni,kiribati,PL,wyplacony,,,600.00,400.00,1,35,15,200
207,44087,2015-08-06 17:26:32.298869,anulowany,brak powodu,> 2h,E91F7B2F,sv,posredni,,PT,wyplacony,,,750.00,250.00,2,35,15,500
208,40029,2015-06-16 13:01:13.126127,anulowany,brak powodu,> 4h,689ED84C,en,posredni,tui,ZZ,wyplacony,,,3000.00,600.00,3,35,15,2400
209,2001770,2016-02-05 11:48:43.758053,anulowany,pogoda,> 4h,F479FC2F,en,posredni,kiribati,PL,wyplacony,,,600.00,200.00,1,35,15,400
210,41993,2015-07-14 21:20:18.722900,anulowany,strajk,> 2h,7D1EC3C2,fi,posredni,tui,FI,wyplacony,,,500.00,250.00,2,35,15,250
211,56248,2015-11-25 14:17:55.091333,anulowany,brak powodu,> 2h,CA6577CD,de,posredni,tui,DE,wyplacony,prywatny,,1000.00,100.00,4,35,15,900
212,39092,2015-05-27 14:17:58.536979,opozniony,brak powodu,> 3h,D3723701,sv,posredni,tui,SE,wyplacony,,,1200.00,300.00,2,35,15,900
213,37332,2015-04-09 12:47:12.075540,opozniony,strajk,> 3h,EF9B4BCC,nb,posredni,kiribati,NO,wyplacony,,,1200.00,600.00,2,35,15,600
214,43790,2015-08-04 12:59:45.866187,opozniony,brak powodu,> 3h,70F51D0B,fi,posredni,tui,FI,wyplacony,,,800.00,400.00,2,35,15,400
215,2000039,2015-12-01 07:35:44.742990,opozniony,pogoda,> 3h,F479FC2F,en,posredni,kiribati,PL,wyplacony,,,1200.00,600.00,2,35,15,600
216,2001495,2016-01-29 09:26:04.138597,opozniony,brak powodu,> 3h,F479FC2F,en,posredni,kiribati,PL,wyplacony,,,1200.00,600.00,2,35,15,600
217,2001496,2016-01-29 09:27:25.050436,opozniony,brak powodu,> 3h,F479FC2F,en,posredni,kiribati,PL,wyplacony,,,1200.00,600.00,2,35,15,600
218,31851,2015-01-19 14:31:28.312314,anulowany,brak powodu,> 2h,0833FB93,de,posredni,tui,DE,wyplacony,,,500.00,250.00,2,35,15,250
219,2000018,2015-11-27 11:03:14.693556,anulowany,brak powodu,> 2h,0833FB93,de,posredni,tui,DE,wyplacony,,,500.00,250.00,2,35,15,250
220,2001988,2016-02-11 08:19:53.000037,opozniony,brak powodu,> 3h,F479FC2F,en,posredni,tui,IE,wyplacony,,,400.00,209.50,1,35,15,190.5
221,2002185,2016-02-15 13:08:29.690259,opozniony,pogoda,> 3h,F479FC2F,en,posredni,,IE,wyplacony,,,250.00,125.00,1,35,15,125
222,2002183,2016-02-15 13:08:12.824623,opozniony,pogoda,> 3h,F479FC2F,en,posredni,kiribati,IE,wyplacony,,,600.00,200.00,1,35,15,400
223,2002189,2016-02-15 13:54:34.234746,opozniony,pogoda,> 3h,F479FC2F,en,posredni,kiribati,IE,wyplacony,,,600.00,100.00,1,35,15,500
224,2000431,2015-12-30 10:39:44.465938,opozniony,pogoda,> 3h,F479FC2F,en,posredni,kiribati,PL,wyplacony,,,1200.00,600.00,2,35,15,600
225,2004753,2016-04-19 11:10:54.947395,opozniony,brak powodu,> 3h,F479FC2F,en,posredni,,PL,wyplacony,,,750.00,500.00,3,35,15,250
226,2005028,2016-04-27 07:22:36.812748,opozniony,brak powodu,> 3h,F479FC2F,en,posredni,tui,PL,wyplacony,,,500.00,250.00,2,35,0,250
227,2005122,2016-04-29 09:10:42.805600,opozniony,brak powodu,> 3h,F479FC2F,en,posredni,tui,PL,wyplacony,,,500.00,250.00,2,0,0,250
228,2005075,2016-04-28 07:13:44.874503,anulowany,brak powodu,> 2h,5E4EF1B4,en,posredni,tui,IE,wyplacony,,,400.00,200.00,2,35,0,200
229,2005232,2016-05-03 22:13:37.622917,opozniony,brak powodu,> 3h,5E4EF1B4,en,posredni,tui,IE,wyplacony,,,400.00,200.00,1,35,15,200
230,2011368,2016-08-26 06:22:53.634142,anulowany,brak powodu,nie dotarlem na miejsce,F479FC2F,en,posredni,,PL,wyplacony,,,600.00,300.00,1,35,15,300
231,2011974,2016-09-06 05:28:52.620766,anulowany,brak powodu,nie dotarlem na miejsce,F479FC2F,en,posredni,,PL,wyplacony,,,600.00,300.00,1,35,15,300
232,2013011,2016-09-16 07:37:30.895383,opozniony,brak powodu,> 3h,E7C193C1,en,bezposredni,,PL,wyplacony,,,600.00,450.00,1,25,0,150
233,2013596,2016-09-21 13:33:52.654324,opozniony,brak powodu,> 3h,5E4EF1B4,pl,posredni,tui,PL,wyplacony,,,400.00,250.00,1,35,15,150
234,2005683,2016-05-11 22:10:01.643254,przepelniony,brak powodu,> 3h,4BC8C532,en,bezposredni,,IE,wyplacony,,,250.00,100.00,1,25,25,150
235,2005700,2016-05-12 09:48:53.710016,anulowany,brak powodu,nie dotarlem na miejsce,234C37E9,en,bezposredni,,IE,wyplacony,,,1200.00,455.00,2,25,25,745
236,2003917,2016-03-22 09:48:22.610527,opozniony,brak powodu,nie dotarlem na miejsce,07791D78,en,bezposredni,,PL,wyplacony,biznesowy,wyszukiwarki,250.00,125.00,1,25,25,125
237,2003918,2016-03-22 10:20:56.340153,opozniony,brak powodu,nie dotarlem na miejsce,07791D78,en,bezposredni,,PL,wyplacony,biznesowy,wyszukiwarki,250.00,125.00,1,25,25,125
238,2003794,2016-03-18 11:49:01.017512,opozniony,brak powodu,> 3h,3E336734,en,bezposredni,,PL,wyplacony,,,250.00,125.00,1,25,25,125
239,2003419,2016-03-08 10:50:44.710120,anulowany,brak powodu,nie dotarlem na miejsce,A30ED01B,en,bezposredni,,PL,wyplacony,,,300.00,100.00,1,25,25,200
240,2104900,2017-08-25 11:02:04.051692,opozniony,pogoda,> 3h,A2BCD7C7,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125
241,2101344,2017-08-11 09:43:09.101248,opozniony,pogoda,> 3h,CEFBE7EC,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125
242,2101446,2017-08-11 09:58:11.380931,opozniony,pogoda,> 3h,10666143,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125
243,2097644,2017-08-01 10:20:11.871331,opozniony,pogoda,> 3h,594618F7,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125
244,2101506,2017-08-11 10:20:28.466801,opozniony,pogoda,> 3h,9DD0669C,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125
245,2101479,2017-08-11 10:04:35.183663,opozniony,pogoda,> 3h,4903D1C9,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125
246,2101537,2017-08-11 10:36:26.410654,opozniony,pogoda,> 3h,0FE44454,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125
247,2104965,2017-08-25 11:24:32.022095,opozniony,pogoda,> 3h,0ED7C9D1,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125
248,2101710,2017-08-11 13:38:59.749968,opozniony,pogoda,> 3h,D7844841,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125
249,2108015,2017-09-06 08:20:59.159326,opozniony,pogoda,> 3h,AEB0063C,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125
250,2098083,2017-08-02 11:27:06.196910,opozniony,pogoda,> 3h,8883B3AB,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125
251,2108044,2017-09-06 09:07:04.685840,opozniony,pogoda,> 3h,B10E0089,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125
252,2102038,2017-08-16 07:30:37.103404,opozniony,pogoda,> 3h,0034EE76,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125
253,2102176,2017-08-16 08:13:44.529982,opozniony,pogoda,> 3h,134473B7,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125
254,2098575,2017-08-03 10:01:16.710598,opozniony,pogoda,> 3h,6284CD6D,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125
255,2098411,2017-08-03 07:46:23.087739,opozniony,pogoda,> 3h,5B7749AE,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125
256,2098450,2017-08-03 07:54:53.364385,opozniony,pogoda,> 3h,BD9998C6,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125
257,2102057,2017-08-16 07:33:37.261076,opozniony,pogoda,> 3h,A7248321,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125
258,2102122,2017-08-16 07:51:17.109233,opozniony,pogoda,> 3h,64A74DE9,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125
259,2102091,2017-08-16 07:40:39.907893,opozniony,pogoda,> 3h,C2E2D4FC,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125
260,2098857,2017-08-03 12:23:38.037308,opozniony,pogoda,> 3h,7EFAD9EF,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125
261,2098878,2017-08-03 12:32:56.944825,opozniony,pogoda,> 3h,55E4C2A1,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125
262,2102150,2017-08-16 08:07:55.689870,opozniony,pogoda,> 3h,5C35177D,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125
263,2108065,2017-09-06 09:11:20.233140,opozniony,pogoda,> 4h,90BF91B5,en,bezposredni,,ZZ,wyplacony,,,750.00,100.00,3,25,25,650
264,2110738,2017-09-14 12:45:25.058375,opozniony,pogoda,> 3h,E630968B,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125
265,2068985,2017-04-26 12:32:13.950371,opozniony,pogoda,> 3h,870A7B16,en,bezposredni,,ZZ,wyplacony,,,500.00,250.00,2,25,25,250
266,2102205,2017-08-16 09:24:02.428660,opozniony,pogoda,> 3h,8F7FDCD2,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125
267,2098973,2017-08-03 13:15:54.846018,opozniony,pogoda,> 3h,24D20299,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125
268,2105312,2017-08-29 07:38:01.493967,opozniony,pogoda,> 3h,DD9FA47A,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125
269,2102230,2017-08-16 09:38:48.560577,opozniony,pogoda,> 3h,2C697D6E,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125
270,2099028,2017-08-03 13:39:36.627265,opozniony,pogoda,> 3h,4BC8C532,en,bezposredni,,IE,wyplacony,,,500.00,350.00,2,25,25,150
271,2110822,2017-09-14 13:12:01.742930,opozniony,pogoda,> 3h,75ECB7FD,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125
272,2102261,2017-08-16 10:15:24.511963,opozniony,pogoda,> 3h,2B93E07B,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125
273,2099194,2017-08-04 08:02:26.610788,opozniony,pogoda,> 3h,0A2597E7,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125
274,2105363,2017-08-29 09:22:29.325492,opozniony,pogoda,> 3h,CFD77238,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125
275,2105379,2017-08-29 09:26:00.677175,opozniony,pogoda,> 3h,9658CE0A,en,bezposredni,,ZZ,wyplacony,,,500.00,250.00,2,25,25,250
276,2122006,2017-10-19 14:12:28.214149,opozniony,pogoda,> 3h,333C4D4D,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125
277,2099291,2017-08-04 09:12:22.360141,opozniony,pogoda,> 3h,551BE33D,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125
278,2105407,2017-08-29 11:38:18.372096,opozniony,pogoda,> 3h,F45D3BE3,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125
279,2099757,2017-08-07 06:30:19.972185,opozniony,pogoda,> 3h,38A9A28D,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125
280,2094338,2017-07-24 12:41:36.137448,opozniony,brak powodu,> 3h,ED108F69,en,bezposredni,,PL,wyplacony,,,2400.00,1200.00,4,25,25,1200
281,2099813,2017-08-07 07:46:44.765972,opozniony,pogoda,> 3h,BAAFA68C,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125
282,2088599,2017-07-07 07:32:42.146711,anulowany,brak powodu,nie dotarlem na miejsce,94AC8860,en,bezposredni,,PL,wyplacony,,,600.00,250.00,1,25,25,350
283,2129615,2017-11-15 12:10:08.891020,opozniony,pogoda,> 3h,F26D045D,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125
284,2103030,2017-08-18 09:52:36.858759,opozniony,pogoda,> 3h,F39EC69F,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125
285,2063825,2017-03-30 12:23:11.639422,opozniony,pogoda,> 3h,39BD7897,en,bezposredni,,ZZ,wyplacony,,,500.00,250.00,2,25,25,250
286,2100188,2017-08-08 07:03:37.062622,opozniony,pogoda,> 3h,416CEACC,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125
287,2100279,2017-08-08 07:38:09.721492,opozniony,brak powodu,> 3h,20B880E8,en,bezposredni,,PL,wyplacony,,,600.00,350.00,1,25,25,250
288,2100389,2017-08-08 12:55:54.423249,opozniony,pogoda,> 3h,D5585A20,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125
289,2103059,2017-08-18 11:25:19.345832,opozniony,pogoda,> 3h,634E6F0D,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125
290,2105681,2017-08-29 14:33:25.319115,opozniony,pogoda,> 3h,09A94275,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125
291,54225,2015-11-11 11:56:59.138978,anulowany,strajk,nie dotarlem na miejsce,55E9B5D8,sv,posredni,tui,SE,wyplacony,prywatny,,600.00,200.00,1,35,15,400
292,2108455,2017-09-07 06:41:50.216044,opozniony,pogoda,> 3h,F251282B,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125
293,2108482,2017-09-07 06:59:16.888570,opozniony,pogoda,> 3h,896D905A,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125
294,2100612,2017-08-09 08:02:26.550388,opozniony,pogoda,> 3h,38D03804,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125
295,2100656,2017-08-09 09:41:08.740148,opozniony,pogoda,> 3h,8E099150,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125
296,2103256,2017-08-18 14:29:52.545730,opozniony,pogoda,> 3h,D7F973BB,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125
297,2042316,2016-11-24 12:56:44.213570,opozniony,brak powodu,> 3h,A600EDCA,en,bezposredni,,PL,wyplacony,,,600.00,300.00,1,25,25,300
298,2122041,2017-10-19 14:16:39.437716,opozniony,pogoda,> 3h,AF310EDE,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125
299,2108506,2017-09-07 07:49:03.147374,anulowany,strajk,> 4h,BFD02322,pl,bezposredni,,PL,wyplacony,,,800.00,356.00,2,25,25,444
300,2105727,2017-08-29 15:17:58.629209,opozniony,pogoda,> 3h,830B7DA9,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125
301,2108035,2017-09-06 08:42:32.055394,opozniony,brak powodu,> 3h,D9B1D7DB,en,bezposredni,,PL,wyplacony,,,500.00,250.00,2,25,25,250
302,2100694,2017-08-09 10:09:51.168069,opozniony,pogoda,> 3h,F4A005BA,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125
303,2103394,2017-08-21 08:38:44.954590,opozniony,pogoda,> 3h,F39EC69F,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125
304,2100929,2017-08-10 11:46:41.314145,przepelniony,brak powodu,> 3h,96E05C14,en,bezposredni,,US,wyplacony,,,800.00,600.00,2,25,25,200
305,2100768,2017-08-09 13:28:05.417716,opozniony,pogoda,> 3h,20ABE66A,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125
306,2108582,2017-09-07 08:31:01.025075,opozniony,pogoda,> 3h,DAF8750C,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125
307,2103455,2017-08-21 08:53:38.158428,opozniony,pogoda,> 3h,731A1272,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125
308,2075202,2017-05-25 12:51:06.958853,opozniony,pogoda,> 3h,A34D9AAC,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125
309,2087550,2017-07-05 14:11:30.059191,przepelniony,brak powodu,nie dotarlem na miejsce,06C5E680,pl,bezposredni,,ZZ,wyplacony,,,1200.00,600.00,2,25,25,600
310,2114727,2017-09-26 15:38:22.355654,opozniony,pogoda,> 3h,F538147C,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125
311,2105854,2017-08-30 09:53:04.963079,opozniony,pogoda,> 3h,10666143,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125
312,2103505,2017-08-21 10:30:24.451980,opozniony,pogoda,> 3h,79CA9826,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125
313,2105992,2017-08-30 10:59:21.571350,opozniony,pogoda,> 3h,383D1C7D,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125
314,2103730,2017-08-22 07:23:39.463086,opozniony,pogoda,> 3h,08661EDD,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125
315,2114775,2017-09-27 09:17:58.896423,opozniony,pogoda,> 3h,48CD7AA4,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125
316,2103760,2017-08-22 08:18:37.459942,opozniony,pogoda,> 3h,19167469,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125
317,2111077,2017-09-15 09:28:00.097886,opozniony,pogoda,> 3h,6BFED684,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125
318,2106237,2017-08-30 13:24:32.258079,opozniony,pogoda,> 3h,3D28A708,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125
319,2103900,2017-08-22 12:29:38.328149,anulowany,pogoda,nie dotarlem na miejsce,600D3628,en,bezposredni,,ZZ,wyplacony,,,900.00,300.00,3,25,25,600
320,2103887,2017-08-22 12:26:42.891266,opozniony,pogoda,> 3h,41D6934F,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125
321,2108509,2017-09-07 07:51:01.725005,anulowany,strajk,> 4h,BFD02322,pl,bezposredni,,PL,wyplacony,,,800.00,400.00,2,25,25,400
322,2122076,2017-10-19 14:41:32.783119,opozniony,pogoda,> 3h,A9B0A980,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125
323,2104032,2017-08-23 06:24:29.016035,opozniony,pogoda,> 3h,63574293,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125
324,2142519,2017-12-18 15:26:08.702159,opozniony,pogoda,> 3h,021458BA,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125
325,2106404,2017-08-30 15:30:56.728870,opozniony,pogoda,> 3h,A4B8FCA0,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125
326,2111147,2017-09-15 10:46:46.795207,opozniony,pogoda,> 3h,AA82CE21,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125
327,2104228,2017-08-23 13:42:15.001418,opozniony,pogoda,> 3h,FD5E38BC,en,bezposredni,,ZZ,wyplacony,,,1200.00,600.00,2,25,25,600
328,2104214,2017-08-23 13:38:33.588599,opozniony,pogoda,> 3h,59BE7C41,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125
329,2106441,2017-08-30 19:22:06.159342,opozniony,pogoda,> 3h,79306969,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125
330,2125749,2017-11-02 13:17:45.307185,opozniony,pogoda,> 3h,9044EA5E,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125
331,2106455,2017-08-30 19:26:40.546529,opozniony,pogoda,> 3h,F538147C,en,bezposredni,,ZZ,wyplacony,,,250.00,100.00,1,25,25,150
332,2111208,2017-09-18 06:27:53.303575,anulowany,brak powodu,> 4h,E1CE4261,en,bezposredni,,PL,wyplacony,,,500.00,136.00,2,25,25,364
333,2106475,2017-08-31 05:34:58.782841,opozniony,pogoda,> 3h,A94A1F05,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125
334,2106464,2017-08-31 05:20:06.082699,opozniony,brak powodu,> 3h,003DAA5F,en,bezposredni,,PL,wyplacony,,,250.00,100.00,1,25,25,150
335,2104244,2017-08-23 14:31:34.723260,opozniony,pogoda,> 3h,1BC95909,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125
