partner,liczba,wyplacone,kwota_rekompensaty_oryginalna,roznica,procent
,1155,125.00,250.00,125,100
,1155,125.00,250.00,125,100
,1155,125.00,250.00,125,100
,1155,125.00,250.00,125,100
,1155,125.00,250.00,125,100
,1155,125.00,250.00,125,100
,1155,125.00,250.00,125,100
,1155,125.00,250.00,125,100
,1155,125.00,250.00,125,100
,1155,125.00,250.00,125,100
,1155,125.00,250.00,125,100
,1155,125.00,250.00,125,100
,1155,125.00,250.00,125,100
,1155,125.00,250.00,125,100
,1155,125.00,250.00,125,100
,1155,125.00,250.00,125,100
,1155,125.00,250.00,125,100
,1155,125.00,250.00,125,100
,1155,125.00,250.00,125,100
,1155,125.00,250.00,125,100
,1155,125.00,250.00,125,100
,1155,125.00,250.00,125,100
,1155,125.00,250.00,125,100
,1155,125.00,250.00,125,100
,1155,125.00,250.00,125,100
,1155,125.00,250.00,125,100
,1155,125.00,250.00,125,100
,1155,125.00,250.00,125,100
,1155,125.00,250.00,125,100
,1155,125.00,250.00,125,100
,1155,125.00,250.00,125,100
,1155,125.00,250.00,125,100
,1155,125.00,250.00,125,100
,1155,125.00,250.00,125,100
,1155,125.00,250.00,125,100
,1155,125.00,250.00,125,100
,1155,125.00,250.00,125,100
,1155,125.00,250.00,125,100
,1155,125.00,250.00,125,100
,1155,125.00,250.00,125,100
,1155,125.00,250.00,125,100
,1155,125.00,250.00,125,100
,1155,125.00,250.00,125,100
,1155,125.00,250.00,125,100
,1155,125.00,250.00,125,100
,1155,125.00,250.00,125,100
,1155,125.00,250.00,125,100
,1155,125.00,250.00,125,100
,1155,125.00,250.00,125,100
,1155,125.00,250.00,125,100
,1155,125.00,250.00,125,100
,1155,125.00,250.00,125,100
,1155,125.00,250.00,125,100
,1155,125.00,250.00,125,100
,1155,125.00,250.00,125,100
,1155,125.00,250.00,125,100
,1155,125.00,250.00,125,100
,1155,125.00,250.00,125,100
,1155,125.00,250.00,125,100
,1155,125.00,250.00,125,100
,1155,125.00,250.00,125,100
,1155,125.00,250.00,125,100
,1155,125.00,250.00,125,100
,1155,125.00,250.00,125,100
,1155,125.00,250.00,125,100
,1155,125.00,250.00,125,100
,1155,125.00,250.00,125,100
,1155,125.00,250.00,125,100
,1155,125.00,250.00,125,100
,1155,125.00,250.00,125,100
,1155,125.00,250.00,125,100
,1155,125.00,250.00,125,100
,1155,125.00,250.00,125,100
,1155,125.00,250.00,125,100
,1155,125.00,250.00,125,100
,1155,125.00,250.00,125,100
,1155,125.00,250.00,125,100
,1155,125.00,250.00,125,100
,1155,125.00,250.00,125,100
,1155,125.00,250.00,125,100
,1155,125.00,250.00,125,100
,1155,125.00,250.00,125,100
,1155,125.00,250.00,125,100
,1155,125.00,250.00,125,100
,1155,125.00,250.00,125,100
,1155,125.00,250.00,125,100
,1155,125.00,250.00,125,100
,1155,125.00,250.00,125,100
,1155,125.00,250.00,125,100
,1155,125.00,250.00,125,100
,1155,125.00,250.00,125,100
,1155,125.00,250.00,125,100
,1155,125.00,250.00,125,100
,1155,125.00,250.00,125,100
,1155,125.00,250.00,125,100
,1155,125.00,250.00,125,100
,1155,125.00,250.00,125,100
,1155,125.00,250.00,125,100
,1155,125.00,250.00,125,100
,1155,125.00,250.00,125,100
,1155,125.00,250.00,125,100
,1155,125.00,250.00,125,100
,1155,125.00,250.00,125,100
,1155,125.00,250.00,125,100
,1155,125.00,250.00,125,100
,1155,125.00,250.00,125,100
,1155,125.00,250.00,125,100
,1155,125.00,250.00,125,100
,1155,125.00,250.00,125,100
,1155,125.00,250.00,125,100
,1155,125.00,250.00,125,100
,1155,125.00,250.00,125,100
,1155,125.00,250.00,125,100
,1155,125.00,250.00,125,100
,1155,125.00,250.00,125,100
,1155,125.00,250.00,125,100
,1155,125.00,250.00,125,100
,1155,125.00,250.00,125,100
,1155,125.00,250.00,125,100
,1155,125.00,250.00,125,100
,1155,125.00,250.00,125,100
,1155,125.00,250.00,125,100
,1155,125.00,250.00,125,100
,1155,125.00,250.00,125,100
,1155,125.00,250.00,125,100
,1155,125.00,250.00,125,100
,1155,125.00,250.00,125,100
,1155,125.00,250.00,125,100
,1155,125.00,250.00,125,100
,1155,125.00,250.00,125,100
,1155,125.00,250.00,125,100
,1155,125.00,250.00,125,100
,1155,125.00,250.00,125,100
,1155,125.00,250.00,125,100
,1155,125.00,250.00,125,100
,1155,125.00,250.00,125,100
,1155,125.00,250.00,125,100
,1155,125.00,250.00,125,100
,1155,125.00,250.00,125,100
,1155,125.00,250.00,125,100
,1155,125.00,250.00,125,100
,1155,125.00,250.00,125,100
,1155,125.00,250.00,125,100
,1155,125.00,250.00,125,100
,1155,125.00,250.00,125,100
,1155,125.00,250.00,125,100
,1155,125.00,250.00,125,100
,1155,125.00,250.00,125,100
,1155,125.00,250.00,125,100
,1155,125.00,250.00,125,100
,1155,125.00,250.00,125,100
,1155,125.00,250.00,125,100
,1155,125.00,250.00,125,100
,1155,125.00,250.00,125,100
,1155,125.00,250.00,125,100
,1155,125.00,250.00,125,100
,1155,125.00,250.00,125,100
,1155,125.00,250.00,125,100
,1155,125.00,250.00,125,100
,1155,125.00,250.00,125,100
,1155,125.00,250.00,125,100
,1155,125.00,250.00,125,100
,1155,125.00,250.00,125,100
,1155,125.00,250.00,125,100
,1155,125.00,250.00,125,100
,1155,125.00,250.00,125,100
,1155,125.00,250.00,125,100
,1155,125.00,250.00,125,100
,1155,125.00,250.00,125,100
,1155,125.00,250.00,125,100
,1155,125.00,250.00,125,100
,1155,125.00,250.00,125,100
,1155,125.00,250.00,125,100
,1155,125.00,250.00,125,100
,1155,125.00,250.00,125,100
,1155,125.00,250.00,125,100
,1155,125.00,250.00,125,100
,1155,125.00,250.00,125,100
,1155,125.00,250.00,125,100
,1155,125.00,250.00,125,100
,1155,125.00,250.00,125,100
,1155,125.00,250.00,125,100
,1155,125.00,250.00,125,100
,1155,125.00,250.00,125,100
,1155,125.00,250.00,125,100
,1155,125.00,250.00,125,100
,1155,125.00,250.00,125,100
,1155,125.00,250.00,125,100
,1155,125.00,250.00,125,100
,1155,125.00,250.00,125,100
,1155,125.00,250.00,125,100
,1155,125.00,250.00,125,100
,1155,125.00,250.00,125,100
,1155,125.00,250.00,125,100
,1155,125.00,250.00,125,100
,1155,125.00,250.00,125,100
,1155,125.00,250.00,125,100
,1155,125.00,250.00,125,100
,1155,125.00,250.00,125,100
,1155,125.00,250.00,125,100
,1155,125.00,250.00,125,100
,1155,125.00,250.00,125,100
,1155,125.00,250.00,125,100
,1155,125.00,250.00,125,100
,1155,125.00,250.00,125,100
,1155,125.00,250.00,125,100
,1155,125.00,250.00,125,100
,1155,125.00,250.00,125,100
,1155,125.00,250.00,125,100
,1155,125.00,250.00,125,100
,1155,125.00,250.00,125,100
,1155,125.00,250.00,125,100
,1155,125.00,250.00,125,100
,1155,125.00,250.00,125,100
,1155,125.00,250.00,125,100
,1155,125.00,250.00,125,100
,1155,125.00,250.00,125,100
,1155,125.00,250.00,125,100
,1155,125.00,250.00,125,100
,1155,125.00,250.00,125,100
,1155,125.00,250.00,125,100
,1155,125.00,250.00,125,100
,1155,125.00,250.00,125,100
,1155,125.00,250.00,125,100
,1155,125.00,250.00,125,100
,1155,125.00,250.00,125,100
,1155,125.00,250.00,125,100
,1155,125.00,250.00,125,100
,1155,125.00,250.00,125,100
,1155,125.00,250.00,125,100
,1155,125.00,250.00,125,100
,1155,125.00,250.00,125,100
,1155,125.00,250.00,125,100
,1155,125.00,250.00,125,100
,1155,125.00,250.00,125,100
,1155,125.00,250.00,125,100
,1155,125.00,250.00,125,100
,1155,125.00,250.00,125,100
,1155,125.00,250.00,125,100
,1155,125.00,250.00,125,100
,1155,125.00,250.00,125,100
,1155,125.00,250.00,125,100
,1155,125.00,250.00,125,100
,1155,125.00,250.00,125,100
,1155,125.00,250.00,125,100
,1155,125.00,250.00,125,100
,1155,125.00,250.00,125,100
,1155,125.00,250.00,125,100
,1155,125.00,250.00,125,100
,1155,125.00,250.00,125,100
,1155,125.00,250.00,125,100
,1155,125.00,250.00,125,100
,1155,125.00,250.00,125,100
,1155,125.00,250.00,125,100
,1155,125.00,250.00,125,100
,1155,125.00,250.00,125,100
,1155,125.00,250.00,125,100
,1155,125.00,250.00,125,100
,1155,125.00,250.00,125,100
,1155,125.00,250.00,125,100
,1155,125.00,250.00,125,100
,1155,125.00,250.00,125,100
,1155,125.00,250.00,125,100
,1155,125.00,250.00,125,100
,1155,476.50,600.00,123.5,25.9181532004197272
,1155,1888.00,2000.00,112,5.9322033898305085
,1155,390.00,500.00,110,28.2051282051282051
tui,22,90.00,200.00,110,122.2222222222222222
,1155,24.25,125.00,100.75,415.4639175257731959
,1155,150.00,250.00,100,66.6666666666666667
,1155,150.00,250.00,100,66.6666666666666667
,1155,25.00,125.00,100,400
,1155,100.00,200.00,100,100
tui,22,300.00,400.00,100,33.3333333333333333
,1155,150.00,250.00,100,66.6666666666666667
,1155,400.00,500.00,100,25
,1155,150.00,250.00,100,66.6666666666666667
tui,22,100.00,200.00,100,100
tui,22,100.00,200.00,100,100
,1155,200.00,300.00,100,50
,1155,100.00,200.00,100,100
,1155,300.00,400.00,100,33.3333333333333333
,1155,150.00,250.00,100,66.6666666666666667
,1155,200.00,300.00,100,50
,1155,150.00,250.00,100,66.6666666666666667
,1155,150.00,250.00,100,66.6666666666666667
,1155,150.00,250.00,100,66.6666666666666667
,1155,25.00,125.00,100,400
kiribati,13,100.00,200.00,100,100
,1155,25.00,125.00,100,400
,1155,1100.00,1200.00,100,9.0909090909090909
,1155,400.00,500.00,100,25
,1155,150.00,250.00,100,66.6666666666666667
,1155,300.00,400.00,100,33.3333333333333333
,1155,500.00,600.00,100,20
,1155,500.00,600.00,100,20
,1155,150.00,250.00,100,66.6666666666666667
,1155,150.00,250.00,100,66.6666666666666667
,1155,26.00,125.00,99,380.7692307692307692
,1155,28.00,125.00,97,346.4285714285714286
,1155,515.00,600.00,85,16.5048543689320388
,1155,520.00,600.00,80,15.3846153846153846
,1155,48.01,125.00,76.99,160.3624244948968965
,1155,50.00,125.00,75,150
tui,22,50.00,125.00,75,150
,1155,50.00,125.00,75,150
,1155,50.00,125.00,75,150
,1155,50.00,125.00,75,150
,1155,60.00,125.00,65,108.3333333333333333
,1155,187.00,250.00,63,33.6898395721925134
,1155,190.00,250.00,60,31.5789473684210526
,1155,200.00,250.00,50,25
,1155,75.00,125.00,50,66.6666666666666667
,1155,200.00,250.00,50,25
,1155,250.00,300.00,50,20
,1155,200.00,250.00,50,25
,1155,200.00,250.00,50,25
,1155,200.00,250.00,50,25
,1155,75.00,125.00,50,66.6666666666666667
,1155,200.00,250.00,50,25
,1155,200.00,250.00,50,25
,1155,75.00,125.00,50,66.6666666666666667
,1155,200.00,250.00,50,25
,1155,75.00,125.00,50,66.6666666666666667
,1155,550.00,600.00,50,9.0909090909090909
,1155,1150.00,1200.00,50,4.3478260869565217
,1155,200.00,250.00,50,25
,1155,200.00,250.00,50,25
,1155,200.00,250.00,50,25
tui,22,75.00,125.00,50,66.6666666666666667
,1155,90.00,125.00,35,38.8888888888888889
,1155,95.00,125.00,30,31.5789473684210526
,1155,99.00,125.00,26,26.2626262626262626
,1155,100.00,125.00,25,25
,1155,225.00,250.00,25,11.1111111111111111
,1155,225.00,250.00,25,11.1111111111111111
tui,22,375.00,400.00,25,6.6666666666666667
,1155,225.00,250.00,25,11.1111111111111111
,1155,577.00,600.00,23,3.9861351819757366
,1155,479.00,500.00,21,4.384133611691023
,1155,230.00,250.00,20,8.6956521739130435
,1155,231.30,250.00,18.7,8.0847384349329875
,1155,239.00,250.00,11,4.602510460251046
,1155,299.00,300.00,1,0.33444816053511705686
,1155,1199.50,1200.00,0.5,0.04168403501458941226
,1155,599.97,600.00,0.03,0.00500025001250062503
,1155,599.99,600.00,0.01,0.00166669444490741512
