#,id,data_utworzenia,typ_wniosku,powod_operatora,opoznienie,nr_referencyjny,jezyk,kanal,partner,kod_kraju,stan_wniosku,typ_podrozy,zrodlo_polecenia,kwota_rekompensaty_oryginalna,kwota_rekompensaty,liczba_pasazerow,oplata_za_usluge_procent,oplata_za_usluge_prawnicza_procent,roznica_rek,rek_per1pas
655,2128518,2017-11-13 15:09:26.921289,opozniony,pogoda,> 3h,191A67A6,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
656,2145725,2018-01-09 08:08:00.466437,opozniony,pogoda,> 3h,B06A214A,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
657,2088609,2017-07-07 08:17:43.743437,opozniony,pogoda,> 3h,2B34F5BF,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
658,2139571,2017-12-08 07:23:38.530337,opozniony,pogoda,> 3h,A065425B,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
659,2132324,2017-11-21 07:31:32.164315,opozniony,pogoda,> 3h,5806D665,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
660,2134497,2017-11-27 11:19:54.758197,opozniony,pogoda,> 3h,F251282B,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
661,2128683,2017-11-14 10:01:23.432017,opozniony,pogoda,> 3h,F98F0D06,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
662,2128659,2017-11-14 09:55:00.921320,opozniony,pogoda,> 3h,71419ED0,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
663,2091097,2017-07-13 11:57:06.561268,opozniony,pogoda,> 3h,6BFED684,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
664,2087695,2017-07-06 08:20:59.860447,opozniony,pogoda,> 3h,D1729C74,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
665,2087735,2017-07-06 09:06:53.032286,opozniony,pogoda,> 3h,6AC9F156,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
666,2129169,2017-11-14 15:23:57.475065,opozniony,pogoda,> 3h,634E6F0D,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
667,2093312,2017-07-21 06:25:01.495270,opozniony,pogoda,> 3h,EFED45A8,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
668,2129269,2017-11-15 06:10:03.690297,opozniony,pogoda,> 3h,9F1408CF,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
669,2129077,2017-11-14 13:54:34.619061,opozniony,pogoda,> 3h,C714EC83,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
670,2136863,2017-12-01 10:58:58.845414,opozniony,pogoda,> 3h,9135F333,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
671,2132582,2017-11-21 09:35:46.069270,opozniony,pogoda,> 3h,FED09F68,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
672,2048230,2017-01-09 13:21:18.571738,opozniony,pogoda,> 3h,DBB121C8,en,bezposredni,,PL,wyplacony,,,1200.00,1100.00,2,25,25,100,50
673,2048244,2017-01-09 14:36:05.201134,opozniony,pogoda,> 3h,DBB121C8,en,bezposredni,,IE,wyplacony,,,500.00,250.00,2,25,25,250,125
674,2129340,2017-11-15 08:28:22.565492,opozniony,pogoda,> 3h,7E944120,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
675,2132604,2017-11-21 09:40:25.080084,opozniony,pogoda,> 3h,93E04600,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
676,2132641,2017-11-21 10:04:46.720118,opozniony,pogoda,> 3h,901D9713,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
677,2129476,2017-11-15 11:07:23.938707,opozniony,pogoda,> 3h,73B6CE30,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
678,2134829,2017-11-28 11:55:25.164060,opozniony,pogoda,> 3h,A4B8FCA0,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
679,2129370,2017-11-15 08:34:28.114086,opozniony,pogoda,> 3h,7452186C,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
680,2129558,2017-11-15 11:40:25.512770,opozniony,pogoda,> 3h,63B8A4E8,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
681,2129574,2017-11-15 11:42:34.377867,opozniony,pogoda,> 3h,D502C089,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
682,2129523,2017-11-15 11:33:38.570718,opozniony,pogoda,> 3h,285D4259,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
683,2145762,2018-01-09 09:59:13.905948,opozniony,pogoda,> 3h,7F6F79F4,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
684,2132989,2017-11-22 09:17:31.270543,opozniony,pogoda,> 3h,52C30C50,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
685,2142771,2017-12-19 12:13:03.177361,opozniony,pogoda,> 3h,FFDC4C78,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
686,2096964,2017-07-31 09:08:26.202865,opozniony,pogoda,> 3h,ACFF280A,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
687,2134994,2017-11-28 14:27:50.158051,opozniony,pogoda,> 3h,0C6F7237,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
688,2097037,2017-07-31 11:53:14.671447,opozniony,pogoda,> 3h,1D00AC1F,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
689,2135255,2017-11-29 10:41:10.602081,opozniony,pogoda,> 3h,7201B83C,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
690,2135143,2017-11-29 09:07:53.031399,opozniony,pogoda,> 3h,9A54DF6A,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
691,2142808,2017-12-19 13:00:23.489603,opozniony,pogoda,> 3h,9F47BF8E,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
692,2097051,2017-07-31 12:18:26.006568,opozniony,brak powodu,> 3h,20B880E8,en,bezposredni,,PL,wyplacony,,,600.00,250.00,1,25,25,350,350
693,2139875,2017-12-11 07:55:15.519352,opozniony,pogoda,> 3h,7D2E885D,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
694,2094008,2017-07-24 07:49:10.199219,opozniony,pogoda,> 3h,1AF97F7D,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
695,2137369,2017-12-04 09:55:01.879874,opozniony,pogoda,> 3h,9F2318B0,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
696,2139923,2017-12-11 08:40:43.668171,opozniony,pogoda,> 3h,EA9EB2F9,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
697,2048484,2017-01-10 23:08:31.933953,opozniony,pogoda,> 3h,DBB121C8,en,bezposredni,,IE,wyplacony,,,500.00,250.00,2,25,25,250,125
698,2135792,2017-11-29 14:47:00.801177,opozniony,pogoda,> 3h,43B6A7DE,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
699,2149799,2018-01-17 11:08:45.751294,opozniony,pogoda,> 3h,CCBFE57A,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
700,2054690,2017-02-16 15:03:19.564281,opozniony,pogoda,> 3h,634E6F0D,en,bezposredni,,IE,wyplacony,,,500.00,250.00,2,25,25,250,125
701,2054756,2017-02-17 08:28:17.378525,opozniony,pogoda,> 3h,8969A952,en,bezposredni,,IE,wyplacony,,,500.00,250.00,2,25,25,250,125
702,2135843,2017-11-29 15:15:55.569509,opozniony,pogoda,> 3h,9F67D341,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
703,2135976,2017-11-30 08:30:11.875133,opozniony,pogoda,> 3h,988454BE,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
704,2136097,2017-11-30 10:21:29.490650,opozniony,pogoda,> 3h,860E3DF0,en,bezposredni,,ZZ,wyplacony,,,250.00,150.00,1,25,25,100,100
705,2054822,2017-02-17 09:58:43.784105,opozniony,pogoda,> 3h,A5F2F535,en,bezposredni,,IE,wyplacony,,,500.00,250.00,2,25,25,250,125
706,2136096,2017-11-30 10:21:00.219549,opozniony,pogoda,> 3h,2A21021A,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
707,2142921,2017-12-19 14:32:11.739367,opozniony,pogoda,> 3h,67C78557,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
708,2137804,2017-12-04 13:53:13.561998,opozniony,pogoda,> 3h,9A54DF6A,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
709,2143201,2017-12-20 11:11:53.821283,opozniony,pogoda,> 3h,81CA8440,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
710,2054865,2017-02-17 12:04:06.055907,opozniony,pogoda,> 3h,BC357A5A,en,bezposredni,,IE,wyplacony,,,500.00,250.00,2,25,25,250,125
711,2138041,2017-12-04 15:58:19.012130,opozniony,pogoda,> 3h,9D647992,en,bezposredni,,ZZ,wyplacony,,,250.00,230.00,1,25,25,20,20
712,2140038,2017-12-11 09:52:51.189610,opozniony,pogoda,> 3h,504E0644,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
713,2137931,2017-12-04 15:06:04.231670,opozniony,pogoda,> 3h,75F6687B,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
714,2143040,2017-12-20 08:22:47.355267,opozniony,pogoda,> 3h,0BD57596,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
715,2143169,2017-12-20 10:53:01.197854,opozniony,pogoda,> 3h,551BE33D,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
716,2138037,2017-12-04 15:57:24.088514,opozniony,pogoda,> 3h,23BFF9F8,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
717,2138000,2017-12-04 15:39:48.961609,opozniony,pogoda,> 3h,B2C9F012,en,bezposredni,,ZZ,wyplacony,,,500.00,230.00,2,25,25,270,135
718,2143165,2017-12-20 10:50:35.271761,opozniony,pogoda,> 3h,C6E60BDC,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
719,2137965,2017-12-04 15:21:18.647904,opozniony,pogoda,> 3h,CF486D94,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
720,2137998,2017-12-04 15:39:42.709402,opozniony,pogoda,> 3h,590E1A46,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
721,2140085,2017-12-11 10:23:06.033826,opozniony,pogoda,> 3h,264181CF,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
722,2060668,2017-03-16 08:06:22.096139,opozniony,pogoda,> 3h,F35C0840,en,bezposredni,,IE,wyplacony,,,500.00,250.00,2,25,25,250,125
723,2054852,2017-02-17 11:41:49.567101,opozniony,pogoda,> 3h,335689D0,en,bezposredni,,IE,wyplacony,,,500.00,250.00,2,25,25,250,125
724,2143167,2017-12-20 10:51:56.557447,opozniony,pogoda,> 3h,F45D3BE3,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
725,2054922,2017-02-17 13:53:50.930032,opozniony,pogoda,> 3h,FCEBE0B2,en,bezposredni,,IE,wyplacony,,,500.00,250.00,2,25,25,250,125
726,2143149,2017-12-20 10:27:29.566855,przepelniony,brak powodu,nie dotarlem na miejsce,4BC8C532,en,bezposredni,,US,wyplacony,,,250.00,100.00,1,25,25,150,150
727,2057645,2017-03-03 11:32:08.310896,opozniony,pogoda,> 3h,D75E3484,en,bezposredni,,PL,wyplacony,,,600.00,300.00,1,25,25,300,300
728,2143237,2017-12-20 11:32:48.365883,opozniony,pogoda,> 3h,02812C50,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
729,2057654,2017-03-03 11:32:46.748315,anulowany,strajk,> 4h,9BB34CD8,en,bezposredni,,PL,wyplacony,,,500.00,250.00,2,25,25,250,125
730,2146066,2018-01-09 18:42:06.553913,opozniony,pogoda,> 3h,715CC1B4,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
731,2143278,2017-12-20 11:45:11.934546,opozniony,pogoda,> 3h,64BFD556,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
732,2138991,2017-12-06 14:00:47.256264,opozniony,pogoda,> 3h,588EF5AD,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
733,2143353,2017-12-20 12:35:13.740756,opozniony,pogoda,> 3h,9DEC4C0A,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
734,2143317,2017-12-20 12:18:16.579213,opozniony,pogoda,> 3h,9B6FB6FC,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
735,2139166,2017-12-07 09:17:10.464503,opozniony,pogoda,> 3h,4FDE903A,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
736,2140697,2017-12-12 10:31:05.787821,opozniony,pogoda,> 3h,AF19EFD9,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
737,2146232,2018-01-10 08:22:00.469181,opozniony,pogoda,> 3h,B8EEDC43,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
738,2055079,2017-02-20 09:23:35.543629,opozniony,pogoda,> 3h,672A7235,en,bezposredni,,IE,wyplacony,,,500.00,250.00,2,25,25,250,125
739,2054989,2017-02-17 15:08:36.956725,opozniony,pogoda,> 3h,8E099150,en,bezposredni,,IE,wyplacony,,,500.00,250.00,2,25,25,250,125
740,2053771,2017-02-10 11:25:08.953627,opozniony,pogoda,> 3h,DBB121C8,en,bezposredni,,PL,wyplacony,,,500.00,250.00,2,25,25,250,125
741,2143399,2017-12-20 13:50:54.873160,opozniony,pogoda,> 3h,5ED51056,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
742,2143484,2017-12-21 09:17:01.108639,opozniony,pogoda,> 3h,0EB67D05,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
743,2060813,2017-03-16 12:55:31.319239,opozniony,pogoda,> 3h,85BCD0DF,en,bezposredni,,IE,wyplacony,,,500.00,250.00,2,25,25,250,125
744,2140734,2017-12-12 10:54:59.340181,opozniony,pogoda,> 3h,F65EDAE2,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
745,2060818,2017-03-16 12:58:30.966323,opozniony,pogoda,> 3h,FEFC9532,en,bezposredni,,IE,wyplacony,,,500.00,250.00,2,25,25,250,125
746,2140923,2017-12-12 14:07:54.226929,opozniony,pogoda,> 3h,13B27C54,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
747,2057772,2017-03-03 17:23:35.006964,opozniony,pogoda,> 3h,7D2E885D,en,bezposredni,,IE,wyplacony,,,500.00,250.00,2,25,25,250,125
748,2143541,2017-12-21 10:18:22.403152,opozniony,pogoda,> 3h,9F2318B0,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
749,2143567,2017-12-21 10:32:19.124814,anulowany,pogoda,> 3h,AA82CE21,en,bezposredni,,ZZ,wyplacony,,,125.00,28.00,1,25,25,97,97
750,2055087,2017-02-20 10:26:43.119632,opozniony,pogoda,> 3h,29F28394,en,bezposredni,,IE,wyplacony,,,500.00,250.00,2,25,25,250,125
751,2143637,2017-12-22 08:26:12.107118,opozniony,pogoda,> 3h,2BFFA4DD,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
752,2141053,2017-12-13 08:11:44.962972,opozniony,pogoda,> 3h,790B1265,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
753,2141008,2017-12-12 15:23:37.081133,opozniony,pogoda,> 3h,5ED51056,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
754,2141122,2017-12-13 10:09:39.203563,opozniony,pogoda,> 3h,6C99B70D,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
755,2141204,2017-12-13 11:19:13.198340,opozniony,pogoda,> 3h,15C62799,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
756,2149988,2018-01-17 12:36:17.345599,opozniony,pogoda,> 3h,A9B0A980,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
757,2055098,2017-02-20 10:43:46.479552,opozniony,pogoda,> 3h,008F7297,en,bezposredni,,IE,wyplacony,,,500.00,250.00,2,25,25,250,125
758,2141163,2017-12-13 10:28:27.533592,opozniony,pogoda,> 3h,07388EA0,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
759,2146358,2018-01-10 08:53:46.799081,opozniony,pogoda,> 3h,6C1794F0,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
760,2143644,2017-12-22 08:32:52.869720,anulowany,brak powodu,nie dotarlem na miejsce,EC6A6536,en,bezposredni,,PL,wyplacony,,,125.00,95.00,1,25,25,30,30
761,2150009,2018-01-17 12:38:51.953535,opozniony,pogoda,> 3h,20ABE66A,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
762,2053657,2017-02-10 09:31:17.708677,opozniony,strajk,> 3h,7D6720FE,en,bezposredni,,PL,wyplacony,,,500.00,250.00,2,25,25,250,125
763,2141279,2017-12-13 12:39:23.348305,opozniony,pogoda,> 3h,D8E66F83,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
764,2146581,2018-01-10 12:21:10.344910,opozniony,pogoda,> 3h,56C88B97,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
765,2146762,2018-01-10 13:25:30.817386,opozniony,pogoda,> 3h,58FF6328,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
766,2055152,2017-02-20 12:48:10.789940,opozniony,pogoda,> 3h,335689D0,en,bezposredni,,IE,wyplacony,,,500.00,250.00,2,25,25,250,125
767,2141331,2017-12-13 12:56:50.402992,opozniony,pogoda,> 3h,49F25FE7,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
768,2143794,2017-12-28 08:29:11.364560,opozniony,pogoda,> 3h,7EBDA40D,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
769,2141407,2017-12-13 15:12:25.549878,opozniony,pogoda,> 3h,96BB0024,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
770,2143815,2017-12-28 10:13:21.383842,opozniony,pogoda,> 3h,01226D0F,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
771,2156561,2018-02-02 13:44:41.513181,opozniony,pogoda,> 3h,01013B42,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
772,2143872,2017-12-28 10:33:45.198943,opozniony,pogoda,> 3h,F0FDD856,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
773,2141495,2017-12-13 15:41:35.001619,opozniony,pogoda,> 3h,383D1C7D,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
774,2146848,2018-01-10 15:13:53.984460,opozniony,pogoda,> 3h,F45D3BE3,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
775,2141703,2017-12-14 10:58:54.679799,opozniony,pogoda,> 3h,FD2616C1,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
776,2153540,2018-01-25 08:15:51.110270,opozniony,pogoda,> 3h,44BFFC0F,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
777,2146960,2018-01-10 15:34:17.344868,opozniony,pogoda,> 3h,F5AEA43A,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
778,2143940,2017-12-29 09:00:05.903038,opozniony,pogoda,> 3h,CFD77238,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
779,2141927,2017-12-15 15:30:12.468622,opozniony,pogoda,> 3h,83DFBBDC,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
780,2147173,2018-01-11 10:03:08.857919,opozniony,pogoda,> 3h,7F08A895,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
781,2147024,2018-01-11 08:05:22.359649,opozniony,pogoda,> 3h,32185E58,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
782,2055472,2017-02-21 12:34:41.238959,opozniony,pogoda,> 3h,904439E1,en,bezposredni,,IE,wyplacony,,,500.00,250.00,2,25,25,250,125
783,2147140,2018-01-11 09:58:36.614662,opozniony,pogoda,> 3h,C2E2D4FC,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
784,2147285,2018-01-11 10:15:30.704198,opozniony,pogoda,> 3h,1548C6E9,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
785,2142074,2017-12-18 09:07:28.322661,opozniony,pogoda,> 3h,DD2708EE,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
786,2144157,2017-12-29 15:31:30.249657,opozniony,pogoda,> 3h,F98F0D06,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
787,2144068,2017-12-29 11:59:14.447870,opozniony,pogoda,> 3h,E583AF94,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
788,2147331,2018-01-11 10:54:13.496125,opozniony,pogoda,> 3h,5FC7AD30,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
789,2142147,2017-12-18 10:05:51.662609,opozniony,pogoda,> 3h,3E355444,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
790,2150327,2018-01-17 14:48:43.965533,opozniony,pogoda,> 3h,B9BF9D3C,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
791,2142189,2017-12-18 10:25:36.301646,opozniony,pogoda,> 3h,48CD7AA4,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
792,2142318,2017-12-18 11:44:53.707224,opozniony,pogoda,> 3h,9F1CE19F,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
793,2142384,2017-12-18 14:59:11.353997,opozniony,pogoda,> 3h,5E1B4DE1,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
794,2142420,2017-12-18 15:09:47.905120,opozniony,pogoda,> 3h,551BE33D,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
795,2144282,2018-01-02 08:15:05.872496,opozniony,pogoda,> 3h,8FD2DDB0,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
796,2060931,2017-03-16 15:19:46.102258,opozniony,pogoda,> 3h,622DDA1D,en,bezposredni,,IE,wyplacony,,,500.00,250.00,2,25,25,250,125
797,2144360,2018-01-02 08:53:42.940562,opozniony,pogoda,> 3h,59CAFC63,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
798,2144332,2018-01-02 08:50:20.389287,opozniony,pogoda,> 3h,FCEBE0B2,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
799,2147552,2018-01-11 15:56:24.552503,opozniony,pogoda,> 3h,E5446462,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
800,2156644,2018-02-05 11:38:51.397938,opozniony,pogoda,> 3h,9B09AA9E,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
801,2150652,2018-01-18 09:30:05.081527,opozniony,pogoda,> 4h,C80ECDA0,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
802,2150408,2018-01-17 15:07:11.211618,opozniony,pogoda,> 3h,98A6E3E6,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
803,2147607,2018-01-12 08:44:31.081918,opozniony,pogoda,> 3h,A9056424,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
804,2144400,2018-01-02 10:25:22.066313,opozniony,pogoda,> 3h,A5AD5AED,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
805,2144412,2018-01-02 11:55:45.483067,opozniony,pogoda,> 4h,EB7E3434,en,bezposredni,,ZZ,wyplacony,,,250.00,1.00,1,25,25,249,249
806,2143575,2017-12-21 12:11:29.746234,opozniony,pogoda,> 4h,EB7E3434,en,bezposredni,,ZZ,wyplacony,,,250.00,239.00,1,25,25,11,11
807,2147892,2018-01-12 12:40:40.627344,opozniony,pogoda,> 3h,5D4AB902,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
808,2147767,2018-01-12 11:41:18.066273,opozniony,pogoda,> 3h,49F25FE7,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
809,2144513,2018-01-02 14:05:02.675450,opozniony,pogoda,> 3h,D5274781,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
810,2058084,2017-03-06 14:45:03.714220,opozniony,pogoda,> 3h,2207D524,en,bezposredni,,IE,wyplacony,,,500.00,250.00,2,25,25,250,125
811,2147854,2018-01-12 12:32:57.337459,opozniony,pogoda,> 3h,DEB0505C,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
812,2147815,2018-01-12 12:19:35.405499,opozniony,pogoda,> 3h,49F0906F,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
813,2144557,2018-01-03 09:42:51.408772,opozniony,pogoda,> 3h,2AA538FA,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
814,2150768,2018-01-18 09:53:54.996465,opozniony,pogoda,> 3h,68A240C7,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
815,2147931,2018-01-12 12:49:27.135738,opozniony,pogoda,> 3h,E659E55C,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
816,2150841,2018-01-18 10:35:25.436916,opozniony,pogoda,> 3h,9658CE0A,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
817,2148221,2018-01-15 09:52:21.879003,opozniony,pogoda,> 3h,D976EB74,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
818,2145096,2018-01-05 08:08:50.790102,opozniony,pogoda,> 3h,569D224F,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
819,2145082,2018-01-05 08:06:26.016611,opozniony,pogoda,> 3h,353A12BF,en,bezposredni,,ZZ,wyplacony,,,250.00,100.00,1,25,25,150,150
