#,id,data_utworzenia,typ_wniosku,powod_operatora,opoznienie,nr_referencyjny,jezyk,kanal,partner,kod_kraju,stan_wniosku,typ_podrozy,zrodlo_polecenia,kwota_rekompensaty_oryginalna,kwota_rekompensaty,liczba_pasazerow,oplata_za_usluge_procent,oplata_za_usluge_prawnicza_procent,roznica_rek,rek_per1pas
161,2094083,2017-07-24 08:42:00.363737,opozniony,pogoda,> 3h,1AF97F7D,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
162,2092231,2017-07-18 11:55:41.072143,opozniony,pogoda,> 3h,D89A27E5,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
163,2092264,2017-07-18 12:44:52.490492,opozniony,pogoda,> 3h,B2C9F012,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
164,2050852,2017-01-25 13:31:38.975141,opozniony,pogoda,> 3h,DBB121C8,en,bezposredni,,IE,wyplacony,,,500.00,250.00,2,25,25,250,125
165,2054571,2017-02-15 15:09:31.437253,opozniony,pogoda,> 3h,6534ED0F,en,bezposredni,,IE,wyplacony,,,500.00,250.00,2,25,25,250,125
166,2051061,2017-01-26 10:07:58.455589,opozniony,pogoda,> 3h,DBB121C8,en,bezposredni,,IE,wyplacony,,,500.00,250.00,2,25,25,250,125
167,2051118,2017-01-26 12:33:11.283748,opozniony,pogoda,> 3h,DBB121C8,en,bezposredni,,IE,wyplacony,,,500.00,250.00,2,25,25,250,125
168,2045536,2016-12-16 08:27:23.848411,opozniony,pogoda,> 3h,DBB121C8,en,bezposredni,,IE,wyplacony,,,500.00,250.00,2,25,25,250,125
169,2045661,2016-12-16 23:04:52.292933,opozniony,pogoda,> 3h,DBB121C8,en,bezposredni,,IE,wyplacony,,,500.00,250.00,2,25,25,250,125
170,2007873,2016-06-28 14:00:56.969702,przepelniony,brak powodu,nie dotarlem na miejsce,14E1B600,en,bezposredni,,PL,wyplacony,,,600.00,599.97,1,25,25,0.03,0.03
171,2045680,2016-12-18 23:04:40.606412,opozniony,pogoda,> 3h,DBB121C8,en,bezposredni,,IE,wyplacony,,,500.00,250.00,2,25,25,250,125
172,2052403,2017-02-03 13:28:27.651947,opozniony,strajk,> 3h,0B04BEB0,en,bezposredni,,PL,wyplacony,,,600.00,300.00,1,25,25,300,300
173,2095085,2017-07-26 07:44:23.626493,opozniony,pogoda,> 3h,4BC98F88,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
174,2006055,2016-05-18 06:28:30.921995,opozniony,brak powodu,> 3h,086F7126,da,bezposredni,,ZZ,wyplacony,,,600.00,300.00,1,25,0,300,300
175,2095241,2017-07-26 09:57:49.869281,opozniony,pogoda,> 3h,9044EA5E,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
176,48956,2015-09-22 12:32:06.577376,anulowany,brak powodu,> 3h,744FB03E,en,posredni,,ZZ,wyplacony,,,800.00,400.00,2,25,0,400,200
177,2004414,2016-04-07 14:19:56.526506,opozniony,brak powodu,> 3h,F9B69DB2,en,bezposredni,,ZZ,wyplacony,,,800.00,400.00,2,25,0,400,200
178,2095582,2017-07-27 06:14:54.690137,opozniony,pogoda,> 3h,B8800085,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
179,2095637,2017-07-27 06:59:54.998427,opozniony,pogoda,> 3h,5762299B,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
180,2045896,2016-12-19 23:04:57.644273,opozniony,pogoda,> 3h,DBB121C8,en,bezposredni,,IE,wyplacony,,,500.00,250.00,2,25,25,250,125
181,2009431,2016-07-27 08:59:09.240658,przepelniony,brak powodu,> 3h,4BC8C532,en,bezposredni,,IE,wyplacony,,,600.00,300.00,1,25,0,300,300
182,2045909,2016-12-20 08:44:14.940386,opozniony,pogoda,> 3h,DBB121C8,en,bezposredni,,IE,wyplacony,,,500.00,250.00,2,25,25,250,125
183,11849,2014-07-26 00:05:52.912582,opozniony,strajk,> 3h,76AECA69,pt,bezposredni,,PT,wyplacony,,,1200.00,750.00,3,25,0,450,150
184,19623,2014-09-21 19:04:22.376183,opozniony,strajk,> 3h,E1582D47,pt,bezposredni,,PT,wyplacony,,,800.00,600.00,2,25,0,200,100
185,2006027,2016-05-17 13:24:01.162550,opozniony,strajk,> 3h,36B6F34F,da,bezposredni,,ZZ,wyplacony,,,500.00,300.00,2,25,0,200,100
186,36647,2013-08-06 13:13:04.000000,opozniony,strajk,> 3h,36B6F34F,da,bezposredni,,ZZ,wyplacony,,,500.00,200.00,2,25,0,300,150
187,2051373,2017-01-30 08:06:46.347003,opozniony,pogoda,> 3h,DBB121C8,en,bezposredni,,US,wyplacony,,,500.00,250.00,2,25,25,250,125
188,16139,2014-08-26 10:52:39.965011,opozniony,brak powodu,> 3h,CCDF1762,pt,bezposredni,,PT,wyplacony,,,2000.00,400.00,3,25,0,1600,533.3333333333333333
189,2009429,2014-05-16 06:43:13.718577,przepelniony,brak powodu,> 3h,4BC8C532,en,bezposredni,,IE,wyplacony,,,600.00,300.00,1,25,0,300,300
190,2053343,2017-02-08 08:40:32.124335,opozniony,pogoda,> 3h,DBB121C8,en,bezposredni,,US,wyplacony,,,500.00,250.00,2,25,25,250,125
191,2006346,2016-05-23 07:53:49.258213,opozniony,strajk,> 3h,76C22B55,sv,bezposredni,,SE,wyplacony,,,500.00,250.00,2,25,0,250,125
192,36492,2013-07-29 09:05:34.000000,opozniony,brak powodu,> 3h,086F7126,da,bezposredni,,ZZ,wyplacony,,,600.00,300.00,1,25,0,300,300
193,2052067,2017-02-02 11:00:52.759910,opozniony,pogoda,> 3h,DBB121C8,en,bezposredni,,PL,wyplacony,,,500.00,250.00,2,25,25,250,125
194,11192,2014-07-20 17:59:04.076047,opozniony,brak powodu,> 3h,25128757,en,bezposredni,,ZZ,wyplacony,,,1200.00,600.00,2,25,0,600,300
195,2046032,2016-12-20 23:04:48.299002,opozniony,pogoda,> 3h,DBB121C8,en,bezposredni,,IE,wyplacony,,,500.00,250.00,2,25,25,250,125
196,2046290,2016-12-21 14:49:02.709117,opozniony,pogoda,> 3h,DBB121C8,en,bezposredni,,IE,wyplacony,,,500.00,250.00,2,25,25,250,125
197,2048865,2017-01-12 13:02:30.090953,opozniony,pogoda,> 3h,DBB121C8,en,bezposredni,,IE,wyplacony,,,500.00,250.00,2,25,25,250,125
198,2049007,2017-01-12 23:02:48.590866,opozniony,pogoda,> 3h,DBB121C8,en,bezposredni,,IE,wyplacony,,,500.00,250.00,2,25,25,250,125
199,2052263,2017-02-03 07:46:57.731258,opozniony,pogoda,> 3h,DBB121C8,en,bezposredni,,US,wyplacony,,,500.00,250.00,2,25,25,250,125
200,2046451,2016-12-22 23:05:26.804445,opozniony,pogoda,> 3h,DBB121C8,en,bezposredni,,IE,wyplacony,,,500.00,250.00,2,25,25,250,125
201,2049206,2017-01-14 23:03:28.300472,opozniony,pogoda,> 3h,DBB121C8,en,bezposredni,,IE,wyplacony,,,500.00,250.00,2,25,25,250,125
202,2049216,2017-01-15 23:06:41.288208,opozniony,pogoda,> 3h,DBB121C8,en,bezposredni,,IE,wyplacony,,,500.00,250.00,2,25,25,250,125
203,2046635,2016-12-23 23:05:50.590762,opozniony,pogoda,> 3h,DBB121C8,en,bezposredni,,IE,wyplacony,,,500.00,250.00,2,25,25,250,125
204,2046645,2016-12-24 23:04:58.751342,opozniony,pogoda,> 3h,DBB121C8,en,bezposredni,,IE,wyplacony,,,500.00,250.00,2,25,25,250,125
205,2046655,2016-12-25 23:05:22.821840,opozniony,pogoda,> 3h,DBB121C8,en,bezposredni,,IE,wyplacony,,,500.00,250.00,2,25,25,250,125
206,2046850,2016-12-27 23:05:29.294881,opozniony,pogoda,> 3h,DBB121C8,en,bezposredni,,IE,wyplacony,,,500.00,250.00,2,25,25,250,125
207,2052477,2017-02-06 10:20:30.658191,opozniony,pogoda,> 3h,DBB121C8,en,bezposredni,,PL,wyplacony,,,500.00,250.00,2,25,25,250,125
208,2049401,2017-01-16 23:06:42.085308,opozniony,pogoda,> 3h,DBB121C8,en,bezposredni,,IE,wyplacony,,,500.00,250.00,2,25,25,250,125
209,2052509,2017-02-06 10:50:37.797463,opozniony,pogoda,> 3h,DBB121C8,en,bezposredni,,US,wyplacony,,,500.00,250.00,2,25,25,250,125
210,2049702,2017-01-17 23:03:18.965376,opozniony,pogoda,> 3h,DBB121C8,en,bezposredni,,IE,wyplacony,,,500.00,250.00,2,25,25,250,125
211,2044622,2016-12-13 08:15:04.559088,opozniony,pogoda,> 3h,DBB121C8,en,bezposredni,,PL,wyplacony,,,500.00,250.00,2,25,25,250,125
212,2044603,2016-12-12 14:58:32.231628,opozniony,pogoda,> 3h,DBB121C8,en,bezposredni,,PL,wyplacony,,,250.00,125.00,1,25,25,125,125
213,2044676,2016-12-13 09:23:03.965832,opozniony,pogoda,> 3h,DBB121C8,en,bezposredni,,IE,wyplacony,,,500.00,250.00,2,25,25,250,125
214,2044759,2016-12-13 14:41:09.539870,opozniony,pogoda,> 3h,DBB121C8,en,bezposredni,,IE,wyplacony,,,500.00,250.00,2,25,25,250,125
215,2049867,2017-01-18 23:07:19.978264,opozniony,pogoda,> 3h,DBB121C8,en,bezposredni,,IE,wyplacony,,,500.00,250.00,2,25,25,250,125
216,2052791,2017-02-06 13:21:39.304460,opozniony,pogoda,> 3h,DBB121C8,en,bezposredni,,US,wyplacony,,,500.00,250.00,2,25,25,250,125
217,2049882,2017-01-19 08:12:27.217857,opozniony,pogoda,> 3h,DBB121C8,en,bezposredni,,US,wyplacony,,,500.00,250.00,2,25,25,250,125
218,2044941,2016-12-13 23:05:12.687772,opozniony,pogoda,> 3h,DBB121C8,en,bezposredni,,IE,wyplacony,,,500.00,250.00,2,25,25,250,125
219,2044946,2016-12-14 08:46:30.880638,przepelniony,brak powodu,> 3h,224CF2B6,en,bezposredni,,PL,wyplacony,,,250.00,150.00,1,25,25,100,100
220,2045182,2016-12-15 11:10:07.606706,opozniony,brak powodu,> 3h,224CF2B6,en,bezposredni,,PL,wyplacony,,,250.00,150.00,1,25,25,100,100
221,2052567,2017-02-06 12:00:53.074770,opozniony,strajk,> 3h,3DAD9CBF,en,bezposredni,,PL,wyplacony,,,600.00,577.00,1,25,25,23,23
222,2045352,2016-12-15 14:50:12.544543,opozniony,pogoda,> 3h,DBB121C8,en,bezposredni,,IE,wyplacony,,,500.00,250.00,2,25,25,250,125
223,2045469,2016-12-15 23:05:03.093228,opozniony,pogoda,> 3h,DBB121C8,en,bezposredni,,IE,wyplacony,,,500.00,250.00,2,25,25,250,125
224,2047842,2017-01-05 07:17:35.782069,opozniony,pogoda,> 3h,DBB121C8,en,bezposredni,,IE,wyplacony,,,500.00,250.00,2,25,25,250,125
225,2050010,2017-01-19 11:48:07.435133,opozniony,pogoda,> 3h,DBB121C8,en,bezposredni,,IE,wyplacony,,,500.00,250.00,2,25,25,250,125
226,2050024,2017-01-19 12:12:41.988599,opozniony,pogoda,> 3h,DBB121C8,en,bezposredni,,IE,wyplacony,,,500.00,250.00,2,25,25,250,125
227,2047860,2017-01-05 09:19:48.369059,opozniony,pogoda,> 3h,DBB121C8,en,bezposredni,,IE,wyplacony,,,500.00,250.00,2,25,25,250,125
228,2050044,2017-01-20 10:17:28.724398,opozniony,pogoda,> 3h,DBB121C8,en,bezposredni,,US,wyplacony,,,500.00,250.00,2,25,25,250,125
229,2047922,2017-01-05 10:41:53.359044,opozniony,pogoda,> 3h,DBB121C8,en,bezposredni,,IE,wyplacony,,,500.00,250.00,2,25,25,250,125
230,2051358,2017-01-27 19:53:33.783081,opozniony,pogoda,> 3h,DBB121C8,en,bezposredni,,IE,wyplacony,,,500.00,250.00,2,25,25,250,125
231,2044604,2016-12-12 15:18:55.168051,anulowany,brak powodu,nie dotarlem na miejsce,60C4D66B,en,bezposredni,,PL,wyplacony,,,500.00,250.00,2,25,25,250,125
232,2053872,2017-02-13 08:19:12.396585,opozniony,pogoda,> 3h,B62101D8,en,bezposredni,,IE,wyplacony,,,500.00,250.00,2,25,25,250,125
233,2053805,2017-02-10 12:00:30.242566,opozniony,pogoda,> 3h,1D6EA061,en,bezposredni,,US,wyplacony,,,500.00,250.00,2,25,25,250,125
234,2053672,2017-02-10 10:03:12.816285,opozniony,pogoda,> 3h,DBB121C8,en,bezposredni,,US,wyplacony,,,500.00,250.00,2,25,25,250,125
235,2053691,2017-02-10 10:33:48.858839,opozniony,pogoda,> 3h,DBB121C8,en,bezposredni,,US,wyplacony,,,500.00,250.00,2,25,25,250,125
236,2053708,2017-02-10 10:45:14.566879,opozniony,pogoda,> 3h,38A9A28D,en,bezposredni,,US,wyplacony,,,500.00,250.00,2,25,25,250,125
237,2053947,2017-02-13 09:34:44.478645,anulowany,brak powodu,> 3h,4BC8C532,en,bezposredni,,IE,wyplacony,,,250.00,125.00,2,25,25,125,62.5
238,2053984,2017-02-13 13:36:56.064197,opozniony,pogoda,> 3h,58419CE4,en,bezposredni,,IE,wyplacony,,,500.00,250.00,2,25,25,250,125
239,2054221,2017-02-14 13:28:14.980338,opozniony,pogoda,> 3h,AD647595,en,bezposredni,,IE,wyplacony,,,500.00,250.00,2,25,25,250,125
240,2054367,2017-02-15 08:56:18.828229,opozniony,pogoda,> 3h,4C7C56A7,en,bezposredni,,IE,wyplacony,,,500.00,250.00,2,25,25,250,125
241,2009445,2016-07-27 15:16:40.796069,anulowany,pogoda,> 2h,5E4EF1B4,en,posredni,tui,IE,wyplacony,,,250.00,125.00,1,35,15,125,125
242,2054530,2017-02-15 13:45:56.028765,opozniony,pogoda,> 3h,7FA0E20A,en,bezposredni,,IE,wyplacony,,,500.00,250.00,2,25,25,250,125
243,2054542,2017-02-15 13:58:23.012954,opozniony,pogoda,> 3h,331C3458,en,bezposredni,,IE,wyplacony,,,500.00,250.00,2,25,25,250,125
244,2054553,2017-02-15 14:05:49.836179,opozniony,pogoda,> 3h,7815A6A2,en,bezposredni,,IE,wyplacony,,,500.00,250.00,2,25,25,250,125
245,2054590,2017-02-16 07:44:03.370347,opozniony,pogoda,> 3h,32185E58,en,bezposredni,,IE,wyplacony,,,500.00,250.00,2,25,25,250,125
246,2054672,2017-02-16 11:53:54.530922,opozniony,strajk,> 3h,454CF6D6,en,bezposredni,,PL,wyplacony,,,250.00,111.00,1,25,25,139,139
247,53903,2015-11-09 08:42:51.520442,opozniony,strajk,> 4h,020449A3,da,posredni,,DK,wyplacony,,,1200.00,600.00,2,35,15,600,300
248,2000331,2015-12-18 08:48:59.471739,anulowany,brak powodu,> 2h,F479FC2F,en,posredni,,PL,wyplacony,biznesowy,,200.00,50.00,1,35,15,150,150
249,2000928,2016-01-20 22:25:16.099195,opozniony,pogoda,> 3h,F479FC2F,en,posredni,kiribati,PL,wyplacony,,,600.00,200.00,1,35,15,400,400
250,2000949,2016-01-21 09:29:17.144770,opozniony,pogoda,> 3h,F479FC2F,en,posredni,kiribati,PL,wyplacony,,,400.00,200.00,1,35,15,200,200
251,2000313,2015-12-17 12:55:58.938392,opozniony,pogoda,> 3h,F479FC2F,en,posredni,,PL,wyplacony,,,600.00,300.00,1,25,15,300,300
252,9858,2014-07-08 05:21:12.904666,opozniony,strajk,> 3h,79399B89,en,posredni,,ZZ,wyplacony,,,400.00,100.00,1,25,0,300,300
253,18382,2014-09-13 04:30:20.679675,opozniony,strajk,> 4h,0A078159,it,posredni,,ZZ,wyplacony,,,600.00,400.00,1,25,0,200,200
254,44006,2015-08-05 22:30:55.904210,anulowany,brak powodu,> 4h,1F2DD1A1,nb,posredni,kiribati,NO,wyplacony,,,1800.00,600.00,2,35,15,1200,600
255,2001722,2016-02-04 06:57:35.052464,anulowany,pogoda,> 4h,F479FC2F,en,posredni,kiribati,PL,wyplacony,,,600.00,400.00,1,35,15,200,200
256,44087,2015-08-06 17:26:32.298869,anulowany,brak powodu,> 2h,E91F7B2F,sv,posredni,,PT,wyplacony,,,750.00,250.00,2,35,15,500,250
257,2001700,2016-02-03 09:46:25.986638,anulowany,brak powodu,> 4h,F479FC2F,en,posredni,tui,PL,wyplacony,,,125.00,75.00,1,35,0,50,50
258,40029,2015-06-16 13:01:13.126127,anulowany,brak powodu,> 4h,689ED84C,en,posredni,tui,ZZ,wyplacony,,,3000.00,600.00,3,35,15,2400,800
259,2001770,2016-02-05 11:48:43.758053,anulowany,pogoda,> 4h,F479FC2F,en,posredni,kiribati,PL,wyplacony,,,600.00,200.00,1,35,15,400,400
260,41993,2015-07-14 21:20:18.722900,anulowany,strajk,> 2h,7D1EC3C2,fi,posredni,tui,FI,wyplacony,,,500.00,250.00,2,35,15,250,125
261,56248,2015-11-25 14:17:55.091333,anulowany,brak powodu,> 2h,CA6577CD,de,posredni,tui,DE,wyplacony,prywatny,,1000.00,100.00,4,35,15,900,225
262,39092,2015-05-27 14:17:58.536979,opozniony,brak powodu,> 3h,D3723701,sv,posredni,tui,SE,wyplacony,,,1200.00,300.00,2,35,15,900,450
263,37332,2015-04-09 12:47:12.075540,opozniony,strajk,> 3h,EF9B4BCC,nb,posredni,kiribati,NO,wyplacony,,,1200.00,600.00,2,35,15,600,300
264,2001698,2016-02-03 09:40:08.186633,anulowany,brak powodu,> 4h,F479FC2F,en,posredni,tui,PL,wyplacony,,,125.00,50.00,1,35,0,75,75
265,43790,2015-08-04 12:59:45.866187,opozniony,brak powodu,> 3h,70F51D0B,fi,posredni,tui,FI,wyplacony,,,800.00,400.00,2,35,15,400,200
266,2000039,2015-12-01 07:35:44.742990,opozniony,pogoda,> 3h,F479FC2F,en,posredni,kiribati,PL,wyplacony,,,1200.00,600.00,2,35,15,600,300
267,2001495,2016-01-29 09:26:04.138597,opozniony,brak powodu,> 3h,F479FC2F,en,posredni,kiribati,PL,wyplacony,,,1200.00,600.00,2,35,15,600,300
268,2001496,2016-01-29 09:27:25.050436,opozniony,brak powodu,> 3h,F479FC2F,en,posredni,kiribati,PL,wyplacony,,,1200.00,600.00,2,35,15,600,300
269,31851,2015-01-19 14:31:28.312314,anulowany,brak powodu,> 2h,0833FB93,de,posredni,tui,DE,wyplacony,,,500.00,250.00,2,35,15,250,125
270,2000018,2015-11-27 11:03:14.693556,anulowany,brak powodu,> 2h,0833FB93,de,posredni,tui,DE,wyplacony,,,500.00,250.00,2,35,15,250,125
271,55850,2015-11-24 12:30:47.002873,anulowany,pogoda,> 4h,F7191295,nb,posredni,kiribati,NO,wyplacony,biznesowy,,200.00,100.00,1,35,15,100,100
272,2002015,2016-02-11 11:27:39.116191,opozniony,pogoda,> 3h,F479FC2F,en,posredni,,PL,wyplacony,,,250.00,225.00,1,35,15,25,25
273,2002014,2016-02-11 10:54:46.508972,opozniony,pogoda,> 3h,F479FC2F,en,posredni,,PL,wyplacony,,,125.00,25.00,1,35,15,100,100
274,2001983,2016-02-10 23:01:53.517083,opozniony,brak powodu,> 3h,F479FC2F,en,posredni,tui,IE,wyplacony,,,200.00,90.00,1,35,15,110,110
275,2001988,2016-02-11 08:19:53.000037,opozniony,brak powodu,> 3h,F479FC2F,en,posredni,tui,IE,wyplacony,,,400.00,209.50,1,35,15,190.5,190.5
276,2002043,2016-02-12 10:45:28.770429,opozniony,pogoda,> 3h,F479FC2F,en,posredni,,PL,wyplacony,,,125.00,25.00,1,35,15,100,100
277,2002185,2016-02-15 13:08:29.690259,opozniony,pogoda,> 3h,F479FC2F,en,posredni,,IE,wyplacony,,,250.00,125.00,1,35,15,125,125
278,2002183,2016-02-15 13:08:12.824623,opozniony,pogoda,> 3h,F479FC2F,en,posredni,kiribati,IE,wyplacony,,,600.00,200.00,1,35,15,400,400
279,2002189,2016-02-15 13:54:34.234746,opozniony,pogoda,> 3h,F479FC2F,en,posredni,kiribati,IE,wyplacony,,,600.00,100.00,1,35,15,500,500
280,2003205,2016-03-01 23:02:39.191762,opozniony,brak powodu,> 3h,F479FC2F,en,posredni,tui,IE,wyplacony,,,200.00,100.00,1,35,15,100,100
281,2003217,2016-03-02 10:23:46.804997,opozniony,brak powodu,> 3h,F479FC2F,en,posredni,tui,IE,wyplacony,,,200.00,100.00,1,35,15,100,100
282,2004080,2016-03-28 22:01:25.777891,anulowany,brak powodu,> 4h,F479FC2F,en,posredni,tui,IE,wyplacony,,,400.00,375.00,1,35,0,25,25
283,2004098,2016-03-29 07:36:06.804634,opozniony,pogoda,> 3h,F479FC2F,en,posredni,,IE,wyplacony,,,250.00,225.00,1,35,15,25,25
284,2004158,2016-03-31 09:12:00.790850,opozniony,brak powodu,> 3h,F479FC2F,en,posredni,,PL,wyplacony,,,500.00,400.00,2,35,15,100,50
285,2000431,2015-12-30 10:39:44.465938,opozniony,pogoda,> 3h,F479FC2F,en,posredni,kiribati,PL,wyplacony,,,1200.00,600.00,2,35,15,600,300
286,2004753,2016-04-19 11:10:54.947395,opozniony,brak powodu,> 3h,F479FC2F,en,posredni,,PL,wyplacony,,,750.00,500.00,3,35,15,250,83.3333333333333333
287,2005028,2016-04-27 07:22:36.812748,opozniony,brak powodu,> 3h,F479FC2F,en,posredni,tui,PL,wyplacony,,,500.00,250.00,2,35,0,250,125
288,2005122,2016-04-29 09:10:42.805600,opozniony,brak powodu,> 3h,F479FC2F,en,posredni,tui,PL,wyplacony,,,500.00,250.00,2,0,0,250,125
289,2005075,2016-04-28 07:13:44.874503,anulowany,brak powodu,> 2h,5E4EF1B4,en,posredni,tui,IE,wyplacony,,,400.00,200.00,2,35,0,200,100
290,2005232,2016-05-03 22:13:37.622917,opozniony,brak powodu,> 3h,5E4EF1B4,en,posredni,tui,IE,wyplacony,,,400.00,200.00,1,35,15,200,200
291,2011728,2016-09-01 08:07:16.914868,opozniony,brak powodu,> 3h,F479FC2F,en,posredni,,PL,wyplacony,,,250.00,200.00,1,35,15,50,50
292,2011368,2016-08-26 06:22:53.634142,anulowany,brak powodu,nie dotarlem na miejsce,F479FC2F,en,posredni,,PL,wyplacony,,,600.00,300.00,1,35,15,300,300
293,2011974,2016-09-06 05:28:52.620766,anulowany,brak powodu,nie dotarlem na miejsce,F479FC2F,en,posredni,,PL,wyplacony,,,600.00,300.00,1,35,15,300,300
294,2012675,2016-09-14 09:14:12.868466,anulowany,brak powodu,> 3h,BF848AF1,en,posredni,,PL,wyplacony,,,125.00,60.00,1,35,15,65,65
295,2013011,2016-09-16 07:37:30.895383,opozniony,brak powodu,> 3h,E7C193C1,en,bezposredni,,PL,wyplacony,,,600.00,450.00,1,25,0,150,150
296,2037033,2016-10-04 08:48:18.714153,opozniony,brak powodu,nie dotarlem na miejsce,88145EB6,en,bezposredni,,PL,wyplacony,biznesowy,,600.00,515.00,1,25,25,85,85
297,2037037,2016-10-04 09:48:14.957537,opozniony,brak powodu,> 3h,F479FC2F,en,posredni,,PL,wyplacony,,,250.00,200.00,1,35,0,50,50
298,2013596,2016-09-21 13:33:52.654324,opozniony,brak powodu,> 3h,5E4EF1B4,pl,posredni,tui,PL,wyplacony,,,400.00,250.00,1,35,15,150,150
299,2005683,2016-05-11 22:10:01.643254,przepelniony,brak powodu,> 3h,4BC8C532,en,bezposredni,,IE,wyplacony,,,250.00,100.00,1,25,25,150,150
300,2005684,2016-05-12 06:24:20.961812,przepelniony,brak powodu,> 3h,4BC8C532,en,bezposredni,,IE,wyplacony,,,250.00,150.00,1,25,25,100,100
301,2005700,2016-05-12 09:48:53.710016,anulowany,brak powodu,nie dotarlem na miejsce,234C37E9,en,bezposredni,,IE,wyplacony,,,1200.00,455.00,2,25,25,745,372.5
302,2003917,2016-03-22 09:48:22.610527,opozniony,brak powodu,nie dotarlem na miejsce,07791D78,en,bezposredni,,PL,wyplacony,biznesowy,wyszukiwarki,250.00,125.00,1,25,25,125,125
303,2003918,2016-03-22 10:20:56.340153,opozniony,brak powodu,nie dotarlem na miejsce,07791D78,en,bezposredni,,PL,wyplacony,biznesowy,wyszukiwarki,250.00,125.00,1,25,25,125,125
304,2003794,2016-03-18 11:49:01.017512,opozniony,brak powodu,> 3h,3E336734,en,bezposredni,,PL,wyplacony,,,250.00,125.00,1,25,25,125,125
305,2003419,2016-03-08 10:50:44.710120,anulowany,brak powodu,nie dotarlem na miejsce,A30ED01B,en,bezposredni,,PL,wyplacony,,,300.00,100.00,1,25,25,200,200
306,2104900,2017-08-25 11:02:04.051692,opozniony,pogoda,> 3h,A2BCD7C7,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
307,2101344,2017-08-11 09:43:09.101248,opozniony,pogoda,> 3h,CEFBE7EC,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
308,2101446,2017-08-11 09:58:11.380931,opozniony,pogoda,> 3h,10666143,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
309,2097644,2017-08-01 10:20:11.871331,opozniony,pogoda,> 3h,594618F7,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
310,2101506,2017-08-11 10:20:28.466801,opozniony,pogoda,> 3h,9DD0669C,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
311,2101479,2017-08-11 10:04:35.183663,opozniony,pogoda,> 3h,4903D1C9,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
312,2101537,2017-08-11 10:36:26.410654,opozniony,pogoda,> 3h,0FE44454,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
313,2104965,2017-08-25 11:24:32.022095,opozniony,pogoda,> 3h,0ED7C9D1,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
314,2101710,2017-08-11 13:38:59.749968,opozniony,pogoda,> 3h,D7844841,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
315,2108015,2017-09-06 08:20:59.159326,opozniony,pogoda,> 3h,AEB0063C,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
316,2098083,2017-08-02 11:27:06.196910,opozniony,pogoda,> 3h,8883B3AB,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
317,2108044,2017-09-06 09:07:04.685840,opozniony,pogoda,> 3h,B10E0089,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
318,2102038,2017-08-16 07:30:37.103404,opozniony,pogoda,> 3h,0034EE76,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
319,2102176,2017-08-16 08:13:44.529982,opozniony,pogoda,> 3h,134473B7,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
320,2098575,2017-08-03 10:01:16.710598,opozniony,pogoda,> 3h,6284CD6D,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
321,2098411,2017-08-03 07:46:23.087739,opozniony,pogoda,> 3h,5B7749AE,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
322,2098450,2017-08-03 07:54:53.364385,opozniony,pogoda,> 3h,BD9998C6,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
323,2102057,2017-08-16 07:33:37.261076,opozniony,pogoda,> 3h,A7248321,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
324,2102122,2017-08-16 07:51:17.109233,opozniony,pogoda,> 3h,64A74DE9,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
325,2102091,2017-08-16 07:40:39.907893,opozniony,pogoda,> 3h,C2E2D4FC,en,bezposredni,,ZZ,wyplacony,,,250.00,125.00,1,25,25,125,125
